date,count_first_shot_general,count_second_shot_general,count_third_shot_general,count_fourth_shot_general,count_fifth_shot_general,count_sixth_shot_general,count_seventh_shot_general,count_first_shot_general_wo_deceased,count_second_shot_general_wo_deceased,count_third_shot_general_wo_deceased,count_fourth_shot_general_wo_deceased,count_fifth_shot_general_wo_deceased,count_sixth_shot_general_wo_deceased,count_seventh_shot_general_wo_deceased
2021-10-07,318362,539200,0,0,0,0,0,313838,532956,0,0,0,0,0
2021-10-08,378029,662778,0,0,0,0,0,373755,655912,0,0,0,0,0
2021-10-09,509502,824576,0,0,0,0,0,504362,817471,0,0,0,0,0
2021-10-10,379847,601635,0,0,0,0,0,375734,596119,0,0,0,0,0
2021-10-11,285169,217431,0,0,0,0,0,281268,214863,0,0,0,0,0
2021-10-12,271006,446564,0,0,0,0,0,267251,441118,0,0,0,0,0
2021-10-13,142137,439148,0,0,0,0,0,139850,433919,0,0,0,0,0
2021-10-14,263659,253139,0,0,0,0,0,260042,250103,0,0,0,0,0
2021-10-15,304847,518057,0,0,0,0,0,301154,512538,0,0,0,0,0
2021-10-16,399120,660554,0,0,0,0,0,394805,654906,0,0,0,0,0
2021-10-17,249789,497941,0,0,0,0,0,246992,493092,0,0,0,0,0
2021-10-18,177865,381685,0,0,0,0,0,175362,377091,0,0,0,0,0
2021-10-19,173415,420720,0,0,0,0,0,170876,415402,0,0,0,0,0
2021-10-20,166121,416331,0,0,0,0,0,163371,411297,0,0,0,0,0
2021-10-21,149010,390467,0,0,0,0,0,146437,385949,0,0,0,0,0
2021-10-22,195058,501547,0,0,0,0,0,192359,496227,0,0,0,0,0
2021-10-23,266385,665983,0,0,0,0,0,263288,659987,0,0,0,0,0
2021-10-24,167331,504950,0,0,0,0,0,165168,500039,0,0,0,0,0
2021-10-25,110299,355403,0,0,0,0,0,108648,350803,0,0,0,0,0
2021-10-26,113730,361050,0,0,0,0,0,111813,356221,0,0,0,0,0
2021-10-27,106048,346568,0,0,0,0,0,104364,341703,0,0,0,0,0
2021-10-28,102864,334348,0,0,0,0,0,100851,329680,0,0,0,0,0
2021-10-29,131619,426987,0,0,0,0,0,129447,422184,0,0,0,0,0
2021-10-30,182225,569652,0,0,0,0,0,180120,563890,0,0,0,0,0
2021-10-31,119763,407958,0,0,0,0,0,117997,403383,0,0,0,0,0
2021-11-01,57300,277780,0,0,0,0,0,56323,274017,0,0,0,0,0
2021-11-02,38745,275461,0,0,0,0,0,38042,271835,0,0,0,0,0
2021-11-03,21737,77593,0,0,0,0,0,21395,76377,0,0,0,0,0
2021-11-04,54995,274004,0,0,0,0,0,53722,270208,0,0,0,0,0
2021-11-05,84770,328756,0,0,0,0,0,83264,324758,0,0,0,0,0
2021-11-06,116362,439690,0,0,0,0,0,114888,434998,0,0,0,0,0
2021-11-07,73592,278040,0,0,0,0,0,72441,274933,0,0,0,0,0
2021-11-08,48356,183038,0,0,0,0,0,47480,180501,0,0,0,0,0
2021-11-09,50368,177702,0,0,0,0,0,49430,175207,0,0,0,0,0
2021-11-10,33993,174285,0,0,0,0,0,33266,171437,0,0,0,0,0
2021-11-11,30632,153410,0,0,0,0,0,29985,150982,0,0,0,0,0
2021-11-12,50804,222327,0,0,0,0,0,49924,219394,0,0,0,0,0
2021-11-13,67700,291027,0,0,0,0,0,66765,287819,0,0,0,0,0
2021-11-14,30911,176111,0,0,0,0,0,30381,173798,0,0,0,0,0
2021-11-15,25932,120150,0,0,0,0,0,25420,118439,0,0,0,0,0
2021-11-16,25367,121139,0,0,0,0,0,24824,119235,0,0,0,0,0
2021-11-17,24965,115590,0,0,0,0,0,24426,113801,0,0,0,0,0
2021-11-18,23394,106841,0,0,0,0,0,22886,104843,0,0,0,0,0
2021-11-19,42168,157787,0,0,0,0,0,41419,155460,0,0,0,0,0
2021-11-20,55989,224008,0,0,0,0,0,55091,221385,0,0,0,0,0
2021-11-21,24969,133846,0,0,0,0,0,24519,132026,0,0,0,0,0
2021-11-22,22605,70459,0,0,0,0,0,22150,69309,0,0,0,0,0
2021-11-23,4988,20842,0,0,0,0,0,4884,20563,0,0,0,0,0
2021-11-24,22477,48792,0,0,0,0,0,21983,47919,0,0,0,0,0
2021-11-25,20250,66256,0,0,0,0,0,19654,64794,0,0,0,0,0
2021-11-26,38366,111051,0,0,0,0,0,37656,109262,0,0,0,0,0
2021-11-27,51585,156594,0,0,0,0,0,50851,154670,0,0,0,0,0
2021-11-28,19875,93640,0,0,0,0,0,19536,92020,0,0,0,0,0
2021-11-29,18367,57686,0,0,0,0,0,17967,56669,0,0,0,0,0
2021-11-30,18066,62261,0,0,0,0,0,17644,61174,0,0,0,0,0
2021-12-01,16188,32970,4943,0,0,0,0,15836,32293,4917,0,0,0,0
2021-12-02,15287,29872,3900,0,0,0,0,14907,29228,3886,0,0,0,0
2021-12-03,29175,53364,10132,0,0,0,0,28578,52561,10083,0,0,0,0
2021-12-04,44661,77145,2596,0,0,0,0,44005,76110,2585,0,0,0,0
2021-12-05,16214,33278,819,0,0,0,0,15921,32757,815,0,0,0,0
2021-12-06,14039,25880,10337,0,0,0,0,13725,25359,10301,0,0,0,0
2021-12-07,11782,24491,12314,0,0,0,0,11547,24024,12255,0,0,0,0
2021-12-08,6840,23611,13969,0,0,0,0,6666,23130,13903,0,0,0,0
2021-12-09,4862,22061,16340,0,0,0,0,4748,21577,16273,0,0,0,0
2021-12-10,7923,44310,43010,0,0,0,0,7734,43471,42816,0,0,0,0
2021-12-11,11026,61963,7047,0,0,0,0,10812,61036,7010,0,0,0,0
2021-12-12,4430,24913,776,0,0,0,0,4333,24487,771,0,0,0,0
2021-12-13,4689,21929,34167,0,0,0,0,4561,21409,33926,0,0,0,0
2021-12-14,7324,7753,38552,0,0,0,0,7180,7586,38285,0,0,0,0
2021-12-15,9663,22226,47838,0,0,0,0,9445,21746,47548,0,0,0,0
2021-12-16,10202,20336,52866,0,0,0,0,9970,19828,52610,0,0,0,0
2021-12-17,22951,41588,96360,0,0,0,0,22482,40832,95855,0,0,0,0
2021-12-18,35475,58902,23222,0,0,0,0,34878,58010,23078,0,0,0,0
2021-12-19,14402,22061,2610,0,0,0,0,14055,21645,2596,0,0,0,0
2021-12-20,6479,19045,57256,0,0,0,0,6301,18658,56793,0,0,0,0
2021-12-21,12476,18869,64553,0,0,0,0,12184,18450,64028,0,0,0,0
2021-12-22,12724,18807,71714,0,0,0,0,12429,18407,70943,0,0,0,0
2021-12-23,10538,16638,74742,0,0,0,0,10256,16131,73950,0,0,0,0
2021-12-24,18447,32632,116883,0,0,0,0,17979,31769,115763,0,0,0,0
2021-12-25,27960,51647,44272,0,0,0,0,27461,50863,43791,0,0,0,0
2021-12-26,11415,21417,7222,0,0,0,0,11239,21075,7044,0,0,0,0
2021-12-27,8911,16356,57793,0,0,0,0,8726,16001,57024,0,0,0,0
2021-12-28,7138,12973,72519,0,0,0,0,6943,12670,71671,0,0,0,0
2021-12-29,2926,4569,43407,0,0,0,0,2835,4472,42706,0,0,0,0
2021-12-30,941,1222,10990,0,0,0,0,911,1183,10680,0,0,0,0
2021-12-31,211,200,859,0,0,0,0,207,195,804,0,0,0,0
2022-01-01,15,24,302,0,0,0,0,15,24,286,0,0,0,0
2022-01-02,128,190,611,0,0,0,0,123,185,554,0,0,0,0
2022-01-03,116,245,826,0,0,0,0,113,240,777,0,0,0,0
2022-01-04,3283,6502,11590,0,0,0,0,3217,6355,11304,0,0,0,0
2022-01-05,5991,10490,30019,0,0,0,0,5851,10243,29192,0,0,0,0
2022-01-06,6735,10801,41929,0,0,0,0,6516,10504,40746,0,0,0,0
2022-01-07,16448,25444,108168,0,0,0,0,16099,24870,106391,0,0,0,0
2022-01-08,27165,40249,120870,0,0,0,0,26739,39501,119418,0,0,0,0
2022-01-09,10407,14196,16474,0,0,0,0,10193,13854,16017,0,0,0,0
2022-01-10,1318,2313,5507,0,0,0,0,1295,2272,5104,0,0,0,0
2022-01-11,8978,15249,93720,0,0,0,0,8762,14881,90455,0,0,0,0
2022-01-12,9148,13882,128569,0,0,0,0,8889,13562,123429,0,0,0,0
2022-01-13,8249,11186,131048,0,0,0,0,8021,10848,125850,0,0,0,0
2022-01-14,17410,20631,238485,0,0,0,0,17052,20158,232909,0,0,0,0
2022-01-15,27161,31924,181164,0,0,0,0,26725,31363,178006,0,0,0,0
2022-01-16,10806,13095,35161,0,0,0,0,10556,12876,33779,0,0,0,0
2022-01-17,11045,10338,162119,0,0,0,0,10779,10034,154211,0,0,0,0
2022-01-18,11449,7599,213524,0,0,0,0,11135,7369,202436,0,0,0,0
2022-01-19,10740,5292,239189,0,0,0,0,10442,5114,226836,0,0,0,0
2022-01-20,10354,3763,239568,0,0,0,0,10021,3601,227162,0,0,0,0
2022-01-21,12177,6149,378054,0,0,0,0,11903,6002,365277,0,0,0,0
2022-01-22,27780,6998,286665,0,0,0,0,27420,6860,278825,0,0,0,0
2022-01-23,10023,3219,87237,0,0,0,0,9751,3170,83702,0,0,0,0
2022-01-24,10987,2486,267579,0,0,0,0,10710,2370,251978,0,0,0,0
2022-01-25,11058,4235,314498,0,0,0,0,10769,4115,294934,0,0,0,0
2022-01-26,10409,5939,333142,0,0,0,0,10132,5785,312359,0,0,0,0
2022-01-27,9609,6667,324784,0,0,0,0,9256,6412,305331,0,0,0,0
2022-01-28,19339,16178,450152,0,0,0,0,18946,15763,430681,0,0,0,0
2022-01-29,26254,27463,368800,0,0,0,0,25880,27043,355558,0,0,0,0
2022-01-30,9441,11129,169815,0,0,0,0,9311,10919,163465,0,0,0,0
2022-01-31,9582,2838,342694,0,0,0,0,9297,2720,322601,0,0,0,0
2022-02-01,12477,7384,649657,0,0,0,0,12080,7158,615252,0,0,0,0
2022-02-02,7123,7577,634761,0,0,0,0,6851,7292,599988,0,0,0,0
2022-02-03,9618,7481,640234,0,0,0,0,9301,7225,605451,0,0,0,0
2022-02-04,18641,16025,788652,0,0,0,0,18192,15640,752260,0,0,0,0
2022-02-05,25354,24472,733379,0,0,0,0,25016,24064,707368,0,0,0,0
2022-02-06,9430,9810,492613,0,0,0,0,9255,9545,476376,0,0,0,0
2022-02-07,11777,9675,791357,0,0,0,0,11440,9390,750773,0,0,0,0
2022-02-08,9832,10675,889602,0,0,0,0,9479,10344,842209,0,0,0,0
2022-02-09,9441,9788,876427,0,0,0,0,9104,9456,829358,0,0,0,0
2022-02-10,8981,10444,900643,0,0,0,0,8653,10085,857634,0,0,0,0
2022-02-11,4318,3167,386256,0,0,0,0,4232,3098,373770,0,0,0,0
2022-02-12,18084,26260,897683,0,0,0,0,17802,25927,868030,0,0,0,0
2022-02-13,7464,9306,619967,0,0,0,0,7291,9042,601501,0,0,0,0
2022-02-14,8057,10474,881419,0,0,0,0,7732,10195,838364,0,0,0,0
2022-02-15,9275,10903,981152,0,0,0,0,8915,10566,932140,0,0,0,0
2022-02-16,9096,9504,947325,0,0,0,0,8729,9196,899964,0,0,0,0
2022-02-17,8542,9059,938970,0,0,0,0,8188,8707,893808,0,0,0,0
2022-02-18,15466,19605,1091360,0,0,0,0,15032,19129,1047008,0,0,0,0
2022-02-19,20233,25636,1056705,0,0,0,0,19854,25244,1025610,0,0,0,0
2022-02-20,8631,8917,738820,0,0,0,0,8432,8784,719493,0,0,0,0
2022-02-21,7688,9753,932482,0,0,0,0,7379,9434,892038,0,0,0,0
2022-02-22,8749,12929,1055641,0,0,0,0,8364,12504,1011345,0,0,0,0
2022-02-23,2448,2580,436658,0,0,0,0,2386,2519,423705,0,0,0,0
2022-02-24,7479,11004,958559,0,0,0,0,7102,10583,917532,0,0,0,0
2022-02-25,12100,19881,1133728,0,0,0,0,11731,19369,1092249,0,0,0,0
2022-02-26,16975,26120,1151956,0,0,0,0,16710,25745,1122876,0,0,0,0
2022-02-27,7549,10144,805652,0,0,0,0,7385,9951,786510,0,0,0,0
2022-02-28,5591,12062,908615,0,0,0,0,5302,11657,875091,0,0,0,0
2022-03-01,8441,9172,976158,0,0,0,0,8126,8858,943513,0,0,0,0
2022-03-02,7258,8709,944260,0,0,0,0,6936,8394,911755,0,0,0,0
2022-03-03,7659,7482,943071,0,0,0,0,7355,7162,913043,0,0,0,0
2022-03-04,15030,7137,1170544,0,0,0,0,14684,6879,1140374,0,0,0,0
2022-03-05,27561,19248,1180500,0,0,0,0,27211,18950,1157665,0,0,0,0
2022-03-06,15271,6927,785758,0,0,0,0,15065,6773,771149,0,0,0,0
2022-03-07,12627,7995,882268,0,0,0,0,12318,7692,856348,0,0,0,0
2022-03-08,14219,8287,917569,0,0,0,0,13864,7992,889795,0,0,0,0
2022-03-09,13916,8315,872537,0,0,0,0,13627,7977,846737,0,0,0,0
2022-03-10,15080,7986,859051,0,0,0,0,14803,7708,835306,0,0,0,0
2022-03-11,25036,14093,1118035,0,0,0,0,24713,13709,1094219,0,0,0,0
2022-03-12,54696,20438,1127362,0,0,0,0,54273,20054,1109457,0,0,0,0
2022-03-13,24114,8009,699001,0,0,0,0,23944,7807,687659,0,0,0,0
2022-03-14,19355,7465,793135,0,0,0,0,19103,7188,773295,0,0,0,0
2022-03-15,22465,8077,831517,0,0,0,0,22189,7734,810160,0,0,0,0
2022-03-16,19587,4677,798214,0,0,0,0,19347,4445,778183,0,0,0,0
2022-03-17,17686,6640,772240,0,0,0,0,17437,6278,754457,0,0,0,0
2022-03-18,35119,11927,1066132,0,0,0,0,34806,11562,1047500,0,0,0,0
2022-03-19,71183,16803,1105874,0,0,0,0,70830,16508,1091911,0,0,0,0
2022-03-20,31858,7661,653386,0,0,0,0,31691,7492,645141,0,0,0,0
2022-03-21,3318,1386,199844,0,0,0,0,3288,1344,196761,0,0,0,0
2022-03-22,23517,9989,732772,0,0,0,0,23258,9593,716649,0,0,0,0
2022-03-23,23965,7947,691391,0,0,0,0,23718,7631,676016,0,0,0,0
2022-03-24,22520,8661,679236,0,0,0,0,22320,8315,664887,0,0,0,0
2022-03-25,41738,15699,973509,0,0,0,0,41406,15315,958245,0,0,0,0
2022-03-26,79721,28597,976420,0,0,0,0,79424,28247,964733,0,0,0,0
2022-03-27,39484,15355,527300,0,0,0,0,39355,15142,520779,0,0,0,0
2022-03-28,24796,13274,631014,0,0,0,0,24557,12934,619080,0,0,0,0
2022-03-29,27967,14504,619374,0,0,0,0,27721,14134,607442,0,0,0,0
2022-03-30,24801,13770,552440,0,0,0,0,24584,13463,541905,0,0,0,0
2022-03-31,19403,14432,465437,0,0,0,0,19217,14154,456726,0,0,0,0
